PID,-7,0,-0.05
0.2874053532942695,-1.508878104794915,317,0.238,0.23796821354157086,0.0015449932543560863,0.0015449932543560863,False
0.2874053532942695,-1.508878104794915,317,0.238,0.2373446183563337,0.0015449932543560863,0.0015449932543560863,False
0.2874053532942695,-1.508878104794915,317,0.238,0.23689828665195056,0.0015449932543560863,0.0015449932543560863,False
0.2868528608088548,-1.5058824471618049,317,0.236,0.23464873850598517,0.0015320100355893373,0.0015320100355893373,False
0.3820960953893935,-2.0454645094183403,316,0.235,0.2343589968640348,0.002034024801105261,0.002034024801105261,False
0.38172170448015635,-2.0039251263043565,316,0.234,0.23287171756591893,0.0020253693219274282,0.0020253693219274282,False
0.4766770496411816,-2.5277474519284913,315,0.233,0.23186831287735937,0.002520892070606351,0.002520892070606351,False
0.47620289694066675,-2.499968222733498,315,0.232,0.23028779246282147,0.002510072896257043,0.002510072896257043,False
0.5708649298921646,-3.0236008471149525,314,0.231,0.22985080916761072,0.0029991045594215393,0.0029991045594215393,False
0.5697078628514637,-2.990758616028545,314,0.229,0.22759523594236925,0.0029731381218880415,0.0029731381218880415,False
0.6639695855823141,-3.504521881698854,313,0.228,0.22675334293045374,0.0034535143058747053,0.0034535143058747053,False
0.7580276295819378,-3.9982450595463215,312,0.227,0.2255754012175764,0.003929562401026487,0.003929562401026487,False
0.756443060344694,-3.9708264396480226,312,0.225,0.22407108005375762,0.0038949407171458006,0.0038949407171458006,False
0.8500848843548018,-4.483717929622246,311,0.224,0.2224620181098909,0.004362333565950394,0.004362333565950394,False
0.8491784177705203,-4.457924717333164,311,0.223,0.2218768542344801,0.004342859145253897,0.004342859145253897,False
0.9425011769203862,-4.9623463964211005,310,0.222,0.2200753537599041,0.004803759977221489,0.004803759977221489,False
0.8464213224058074,-4.418324252499244,311,0.22,0.219114940557336,0.004284434951841831,0.004284434951841831,False
0.8445512839594121,-4.433653727220035,311,0.218,0.21575966486555226,0.004245485179126263,0.004245485179126263,False
0.9373247195550678,-4.942423337252582,310,0.217,0.2158190079693326,0.004695567302405834,0.004695567302405834,False
0.9352032080485663,-4.909403295125051,310,0.215,0.21334757340731203,0.004652290139347315,0.004652290139347315,False
0.8407323293519133,-4.39486911239845,311,0.214,0.21232727335814833,0.0041675865650177,0.0041675865650177,False
0.9319646341255515,-4.909511445132752,310,0.212,0.21030640031080514,0.0045873746275901794,0.0045873746275901794,False
0.9297669951658823,-4.880807089348963,310,0.21,0.20866897911499258,0.00454409746453166,0.00454409746453166,False
0.8358045985745303,-4.371764446558391,311,0.209,0.2070791349054375,0.0040702130645513535,0.0040702130645513535,False
0.8337837289344195,-4.376973846665612,311,0.207,0.20534878019828895,0.004031263757497072,0.004031263757497072,False
0.8327622619914288,-4.371712917313233,311,0.206,0.20502110157992637,0.004011788871139288,0.004011788871139288,False
0.8306970559072591,-4.360766970860885,311,0.204,0.20192827811848024,0.003972839564085007,0.003972839564085007,False
0.8286014314889574,-4.349640240938535,311,0.202,0.20060779725425532,0.0039338902570307255,0.0039338902570307255,False
0.8275419926348009,-4.3444213117591834,311,0.201,0.1990982949381998,0.003914415370672941,0.003914415370672941,False
0.8275419926348009,-4.344595461332705,311,0.0,0.197375148230797,0.003914415370672941,0.003914415370672941,True
0.8256018976056955,-4.334153050011363,311,0.0,0.1949391757757834,0.003879119176417589,0.003879119176417589,True
0.7318278958303919,-3.828288998578255,312,0.0,0.19320910006442554,0.003411334240809083,0.003411334240809083,True
0.7299385979726002,-3.8318471696723018,312,0.0,0.1914825290927577,0.0033779738005250692,0.0033779738005250692,True
0.728122073215265,-3.822298078925839,312,0.0,0.1902698718669309,0.0033463493455201387,0.0033463493455201387,True
0.635775670717067,-3.322338236513121,313,0.0,0.1877536987372446,0.0029050360899418592,0.0029050360899418592,True
0.6339731780122211,-3.3279905219509978,313,0.0,0.18596329224701902,0.0028744698502123356,0.0028744698502123356,True
0.5419313832262339,-2.8308538032482615,314,0.0,0.18389707515089604,0.0024391089100390673,0.0024391089100390673,True
0.540364903701305,-2.836617511126587,314,0.0,0.1821553425873707,0.0024133347906172276,0.0024133347906172276,True
0.4490641850869254,-2.341533922032428,315,0.0,0.17996303488615506,0.0019909508991986513,0.0019909508991986513,True
0.44768953906224823,-2.350037609935137,315,0.0,0.17932757033762087,0.0019690105691552162,0.0019690105691552162,True
0.3574224495291987,-1.8512901491996079,316,0.0,0.1783990187111042,0.0015636824537068605,0.0015636824537068605,True
0.2675979276094372,-1.3811508741557057,317,0.0,0.1769266385162928,0.0011654255213215947,0.0011654255213215947,True
0.2670509814991222,-1.4019049249518556,317,0.0,0.17511329105142767,0.0011569784255698323,0.0011569784255698323,True
0.1775932581520542,-0.912385080823068,318,0.0,0.17356322845501637,0.000764579395763576,0.000764579395763576,True
0.08857384068483694,-0.44373851970798034,319,0.0,0.17197735481884396,0.0003789277980104089,0.0003789277980104089,True
